episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
1035.5609963175993,0.0,442.48880074640704,647.625,1,2,10752,10752,False,16,21,b0d2829656554afcac22739c45e953f1,2022-12-09_10-04-27,1670576667,89.71004128456116,1891.777034521103,20704,marton-ThinkPad-T440,192.168.1.134,1891.777034521103,0,21,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271]",7378.093,69.395,84574.722,6.054,3.855,10752,10752,10752,44.9453125,78.6921875,0.0,3.4171875000000003,9.012116350811364e-05,437.2500214576721,-0.06993861129740253,437.30046916007996,0.8632966,0.005714535815059207,2.86956650018692,0.0
1035.5609963175993,0.0,431.98271401515814,633.1764705882352,1,2,11264,11264,False,17,22,b0d2829656554afcac22739c45e953f1,2022-12-09_10-05-57,1670576757,89.6690137386322,1981.446048259735,20704,marton-ThinkPad-T440,192.168.1.134,1981.446048259735,0,22,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402]",7400.835,69.181,84703.096,6.045,3.878,11264,11264,11264,45.03359375000001,78.7671875,0.0,3.4171875000000003,9.012116350811364e-05,83.67816805839539,-0.16692772577516735,83.801522731781,0.726393,0.012751379574183375,2.7853914052248,0.0
1035.5609963175993,0.0,431.98271401515814,633.1764705882352,0,2,11776,11776,False,17,23,b0d2829656554afcac22739c45e953f1,2022-12-09_10-07-27,1670576847,90.56403493881226,2072.0100831985474,20704,marton-ThinkPad-T440,192.168.1.134,2072.0100831985474,0,23,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402]",7431.933,68.892,83963.084,6.098,3.87,11776,11776,11776,45.169767441860465,79.0,0.0,3.4171875000000003,9.012116350811364e-05,195.12808179855347,-0.1773017232771963,195.2593150138855,0.6242337,0.013480672554578632,2.76750585436821,0.0
1204.916667545103,0.0,474.9234892112662,631.2222222222222,1,2,12288,12288,False,18,24,b0d2829656554afcac22739c45e953f1,2022-12-09_10-08-57,1670576937,90.07421970367432,2162.0843029022217,20704,marton-ThinkPad-T440,192.168.1.134,2162.0843029022217,0,24,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755, 1204.916667545103]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402, 598]",7416.408,69.036,83641.831,6.121,3.848,12288,12288,12288,44.92635658914729,78.25193798449614,0.0,3.4171875000000003,9.012116350811364e-05,244.1048765182495,-0.17958422692026943,244.23755264282227,0.68941313,0.013726769713684916,2.8840867280960083,0.0
1204.916667545103,0.0,478.0726186728589,590.4,2,2,12800,12800,False,20,25,b0d2829656554afcac22739c45e953f1,2022-12-09_10-10-28,1670577028,90.33970212936401,2252.4240050315857,20704,marton-ThinkPad-T440,192.168.1.134,2252.4240050315857,0,25,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755, 1204.916667545103, 257.47801948382977, 755.3515481705571]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402, 598, 250, 196]",7382.422,69.354,83367.413,6.141,3.895,12800,12800,12800,44.95891472868216,78.69069767441862,0.0,3.4171875000000003,9.012116350811364e-05,416.9502787590027,-0.1367743629962206,417.0462121963501,0.8027897,0.011956193600781262,2.8261968791484833,0.0
1508.2308888765515,0.0,527.1277743968442,615.5714285714286,1,2,13312,13312,False,21,26,b0d2829656554afcac22739c45e953f1,2022-12-09_10-11-58,1670577118,90.27104878425598,2342.6950538158417,20704,marton-ThinkPad-T440,192.168.1.134,2342.6950538158417,0,26,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755, 1204.916667545103, 257.47801948382977, 755.3515481705571, 1508.2308888765515]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402, 598, 250, 196, 1119]",7372.67,69.446,83096.821,6.161,3.876,13312,13312,13312,45.099218750000006,79.52890624999999,0.0,3.4171875000000003,9.012116350811364e-05,120.01236820220947,-0.17077946360222995,120.14147305488586,0.8277775,0.012195897230412811,2.8682207465171814,0.0
1508.2308888765515,0.0,528.0512871460322,609.8181818181819,1,2,13824,13824,False,22,27,b0d2829656554afcac22739c45e953f1,2022-12-09_10-13-29,1670577209,90.53011298179626,2433.225166797638,20704,marton-ThinkPad-T440,192.168.1.134,2433.225166797638,0,27,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755, 1204.916667545103, 257.47801948382977, 755.3515481705571, 1508.2308888765515, 547.4450548789802]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402, 598, 250, 196, 1119, 489]",7332.883,69.822,82859.825,6.179,3.863,13824,13824,13824,45.08692307692308,79.91846153846154,0.0,3.4171875000000003,9.012116350811364e-05,124.53717708587646,-0.17500290251336992,124.66595506668091,0.82384974,0.013527992879971862,2.8291786462068558,0.0
1508.2308888765515,0.0,528.0512871460322,609.8181818181819,0,2,14336,14336,False,22,28,b0d2829656554afcac22739c45e953f1,2022-12-09_10-15-00,1670577300,91.14957523345947,2524.3747420310974,20704,marton-ThinkPad-T440,192.168.1.134,2524.3747420310974,0,28,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755, 1204.916667545103, 257.47801948382977, 755.3515481705571, 1508.2308888765515, 547.4450548789802]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402, 598, 250, 196, 1119, 489]",7338.463,69.769,82995.224,6.169,3.918,14336,14336,14336,44.933076923076925,78.41846153846153,0.0,3.4171875000000003,9.012116350811364e-05,121.29408359527588,-0.1816425423603505,121.42619848251343,0.7242354,0.014493540395051241,2.527985453605652,0.0
1508.2308888765515,0.0,528.0512871460322,609.8181818181819,0,2,14848,14848,False,22,29,b0d2829656554afcac22739c45e953f1,2022-12-09_10-16-30,1670577390,89.89533543586731,2614.2700774669647,20704,marton-ThinkPad-T440,192.168.1.134,2614.2700774669647,0,29,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755, 1204.916667545103, 257.47801948382977, 755.3515481705571, 1508.2308888765515, 547.4450548789802]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402, 598, 250, 196, 1119, 489]",7320.755,69.938,82937.163,6.173,3.958,14848,14848,14848,44.75390625,79.56953125,0.0,3.4171875000000003,9.012116350811364e-05,241.51416969299316,-0.1832302848342806,241.6506118774414,0.39357316,0.01369257876649499,2.6409920156002045,0.0
1508.2308888765515,0.0,528.0512871460322,609.8181818181819,0,2,15360,15360,False,22,30,b0d2829656554afcac22739c45e953f1,2022-12-09_10-18-01,1670577481,90.45494627952576,2704.7250237464905,20704,marton-ThinkPad-T440,192.168.1.134,2704.7250237464905,0,30,09b96_00000,"[837.0030281105027, 1035.5609963175993, 406.52588067887285, 4.80308054060761, 853.9661292024166, 3.071437850354962, 0.0, 371.5059537331285, 587.7790025566704, 88.27675752505951, 838.7370345906355, 475.203610128053, 289.02156588636524, 906.2658861966942, 16.873924444712078, 365.2265241808397, 263.8853263151755, 1204.916667545103, 257.47801948382977, 755.3515481705571, 1508.2308888765515, 547.4450548789802]","[1454, 1673, 205, 201, 1299, 643, 150, 485, 67, 249, 304, 593, 256, 2157, 355, 271, 402, 598, 250, 196, 1119, 489]",7326.597,69.882,82924.33,6.174,3.981,15360,15360,15360,44.87441860465116,79.25503875968992,0.0,3.4171875000000003,9.012116350811364e-05,71.52539241313934,-0.17930111894384027,71.65717375278473,0.96799284,0.013905868341680616,2.820766732096672,0.0
